id,date,question,answer
97,4,둘의 신체 일부가 붙어있었나요? please rewrite this question naturally in English.,chat_response2
98,4,핸더슨은 계획적으로 신체의 일부를 자른 것 인가요? please rewrite this question naturally in English.,chat_response2
99,4,핸더슨을 일부로 줄리와 앤디의 신체를 자른 것 인가요? please rewrite this question naturally in English.,chat_response2
100,4,핸더슨은 일부러 줄리와 앤디의 신체를 자른 것 인가요? please rewrite this question naturally in English.,chat_response2
101,4,둘의 신체 일부가 붙어있었나요? please rewrite this question naturally in English.,chat_response2
102,4,줄리와 앤디는 신생아인가요? please rewrite this question naturally in English.,chat_response2
103,4,줄리와 앤디는 둘다 신생아입니까? please rewrite this question naturally in English.,chat_response2
104,5,빵의 레시피 연구를 막기위해 곰팡이를 넣었나요? please rewrite this question naturally in English.,chat_response2
105,5,그 빵은 곰팡이를 필요로 하나요 please rewrite this question naturally in English.,chat_response2
106,5,그 빵은 곰팡이를 필요로 하나요? please rewrite this question naturally in English.,chat_response2
108,5,찰리는 착한 사람인가요? please rewrite this question naturally in English.,chat_response2
110,5,찰리는 교도소 수감자 인가요? please rewrite this question naturally in English.,chat_response2
112,5,찰리는 탈옥을 막기위함인가요? please rewrite this question naturally in English.,chat_response2
107,5,빵의 레시피 연구를 막기위해 곰팡이를 넣었나요? please rewrite this question naturally in English.,chat_response2
109,5,찰리는 곰팡이를 좋아하나요? please rewrite this question naturally in English.,chat_response2
111,5,찰리는 교도소 관리인인가요? please rewrite this question naturally in English.,chat_response2
113,5,찰리는 빵을 잘 만드나요? please rewrite this question naturally in English.,chat_response2
114,5,찰리는 빵을 잘 만드나요? please rewrite this question naturally in English.,chat_response2
116,5,찰리는 교도소 수감자 인가요? please rewrite this question naturally in English.,chat_response2
118,5,찰리는 누군가를 죽이고 싶어 하나요? please rewrite this question naturally in English.,chat_response2
120,5,빵의 레시피 연구를 막기위해 곰팡이를 넣었나요? please rewrite this question naturally in English.,chat_response2
122,5,찰리는 빵을 잘 만드나요? please rewrite this question naturally in English.,chat_response2
124,5,찰리는 빵을 잘 만드나요? please rewrite this question naturally in English.,chat_response2
126,5,빵의 레시피 연구를 막기위해 곰팡이를 넣었나요? please rewrite this question naturally in English.,chat_response2
128,5,빵의 레시피 연구를 막기위해 곰팡이를 넣었나요? please rewrite this question naturally in English.,chat_response2
115,5,찰리는 탈옥을 막기위함인가요? please rewrite this question naturally in English.,chat_response2
117,5,빵의 레시피 연구를 막기위해 곰팡이를 넣었나요? please rewrite this question naturally in English.,chat_response2
119,5,찰리는 자신의 직업에 자부심을 느끼나요? please rewrite this question naturally in English.,chat_response2
121,5,찰리는 빵을 잘 만드나요? please rewrite this question naturally in English.,chat_response2
123,5,찰리는 빵을 잘 만드나요? please rewrite this question naturally in English.,chat_response2
125,5,빵의 레시피 연구를 막기위해 곰팡이를 넣었나요? please rewrite this question naturally in English.,chat_response2
127,5,빵의 레시피 연구를 막기위해 곰팡이를 넣었나요? please rewrite this question naturally in English.,chat_response2
129,5,찰리는 빵을 잘 만드나요? please rewrite this question naturally in English.,chat_response2
